sample_id,dataset,gold_answer,single_agent_baseline_answer,majority_voting_baseline_answer,round5_majority_answer,scrd_final_answer,single_agent_correct,majority_voting_correct,round5_majority_correct,scrd_correct,outcome_vs_round1,outcome_vs_vanilla5,effective_rounds_used,actual_rounds_executed,stop_reason,single_agent_total_tokens,majority_vote_total_tokens,round5_cumulative_total_tokens,scrd_total_tokens
asdiv_0007,asdiv,8.0,8,8,8,8,True,True,True,True,both_correct,both_correct,5,5,early_stop,375,1086,7021.0,14447
asdiv_0008,asdiv,4.0,4,4,4,4,True,True,True,True,both_correct,both_correct,2,2,early_stop,369,1092,7004.0,4888
asdiv_0009,asdiv,18.0,18,18,18,18,True,True,True,True,both_correct,both_correct,4,4,early_stop,356,1063,6858.0,11495
asdiv_0010,asdiv,11.0,11,11,11,11,True,True,True,True,both_correct,both_correct,2,2,early_stop,354,1052,6935.0,4773
asdiv_0011,asdiv,24.0,24,24,24,24,True,True,True,True,both_correct,both_correct,2,2,early_stop,357,1056,6890.0,4834
asdiv_0012,asdiv,19.0,19,19,19,19,True,True,True,True,both_correct,both_correct,3,3,early_stop,359,1068,6887.0,8118
asdiv_0013,asdiv,45.0,45,45,45,45,True,True,True,True,both_correct,both_correct,2,2,early_stop,371,1080,6959.0,4920
asdiv_0014,asdiv,0.0,0,0,0,0,True,True,True,True,both_correct,both_correct,3,3,early_stop,372,1101,6802.0,8231
asdiv_0015,asdiv,2.0,2,2,2,2,True,True,True,True,both_correct,both_correct,4,4,early_stop,362,1063,6890.0,11255
asdiv_0016,asdiv,8.0,8,8,8,8,True,True,True,True,both_correct,both_correct,5,5,early_stop,368,1090,7038.0,14498
asdiv_0017,asdiv,7.0,7,7,7,7,True,True,True,True,both_correct,both_correct,2,2,early_stop,378,1077,6978.0,4981
asdiv_0018,asdiv,3.0,3,3,3,3,True,True,True,True,both_correct,both_correct,2,2,early_stop,362,1070,6918.0,4844
asdiv_0019,asdiv,7.0,7,7,7,7,True,True,True,True,both_correct,both_correct,2,2,early_stop,378,1093,6931.0,5023
asdiv_0020,asdiv,12.0,12,12,12,12,True,True,True,True,both_correct,both_correct,2,2,early_stop,369,1086,6915.0,4944
asdiv_0021,asdiv,6.0,6,6,6,6,True,True,True,True,both_correct,both_correct,2,2,early_stop,359,1058,6753.0,4936
asdiv_0022,asdiv,5.0,5,5,5,5,True,True,True,True,both_correct,both_correct,2,2,early_stop,358,1056,6674.0,4835
asdiv_0023,asdiv,4.0,4,4,4,4,True,True,True,True,both_correct,both_correct,2,2,early_stop,361,1059,6800.0,4792
asdiv_0024,asdiv,3.0,3,3,3,3,True,True,True,True,both_correct,both_correct,2,2,early_stop,364,1075,6719.0,4831
asdiv_0025,asdiv,1.0,1,1,1,1,True,True,True,True,both_correct,both_correct,2,2,early_stop,367,1078,6849.0,4924
asdiv_0026,asdiv,2.0,2,2,2,2,True,True,True,True,both_correct,both_correct,2,2,early_stop,369,1092,6971.0,4940
asdiv_0027,asdiv,5.0,5,5,5,5,True,True,True,True,both_correct,both_correct,2,2,early_stop,363,1069,6816.0,4964
asdiv_0028,asdiv,1.0,1,1,1,1,True,True,True,True,both_correct,both_correct,2,2,early_stop,368,1069,6869.0,4906
asdiv_0029,asdiv,3.0,3,3,3,3,True,True,True,True,both_correct,both_correct,2,2,early_stop,365,1093,6834.0,4927
asdiv_0030,asdiv,None,Jacob has more money.,Jacob,Jacob,mrs. hilt has more money.,False,False,False,False,both_wrong,both_wrong,4,5,rollback,371,1092,7598.0,19849
asdiv_0031,asdiv,13.0,0.25,0.25,10,0.25,False,False,False,False,both_wrong,both_wrong,2,3,rollback,381,1112,7951.0,11184
asdiv_0032,asdiv,45.0,0.55,0.55,0.45,0.55,False,False,False,False,both_wrong,both_wrong,2,3,rollback,360,1100,7277.0,9393
asdiv_0033,asdiv,55.0,55,55,55,55,True,True,True,True,both_correct,both_correct,2,2,early_stop,404,1195,7605.0,5167
asdiv_0034,asdiv,38.0,38,38,38,38,True,True,True,True,both_correct,both_correct,2,2,early_stop,368,1089,6936.0,4863
asdiv_0035,asdiv,18.0,18,18,18,18,True,True,True,True,both_correct,both_correct,3,3,early_stop,378,1123,7159.0,8247
asdiv_0036,asdiv,12.0,12,12,12,12,True,True,True,True,both_correct,both_correct,2,2,early_stop,381,1146,7351.0,5057
asdiv_0037,asdiv,5.0,5,5,5,5,True,True,True,True,both_correct,both_correct,2,2,early_stop,386,1095,6835.0,5123
asdiv_0038,asdiv,15.0,15,15,15,15,True,True,True,True,both_correct,both_correct,2,2,early_stop,358,1059,6774.0,4855
asdiv_0039,asdiv,12.0,12,16,8,12,True,False,False,True,wrong_to_correct,wrong_to_correct,4,5,rollback,385,1113,6880.0,20187
asdiv_0040,asdiv,6.0,6,6,6,6,True,True,True,True,both_correct,both_correct,3,3,early_stop,363,1066,6742.0,7988
asdiv_0041,asdiv,7.0,7,7,7,7,True,True,True,True,both_correct,both_correct,2,2,early_stop,369,1082,6895.0,4991
asdiv_0042,asdiv,12.0,12,12,12,12,True,True,True,True,both_correct,both_correct,2,2,early_stop,365,1081,7026.0,4951
asdiv_0043,asdiv,6.0,6,6,6,6,True,True,True,True,both_correct,both_correct,5,5,early_stop,367,1083,6888.0,14370
asdiv_0044,asdiv,4.0,4,4,4,4,True,True,True,True,both_correct,both_correct,2,2,early_stop,359,1072,6780.0,4866
asdiv_0045,asdiv,6.0,6,6,6,6,True,True,True,True,both_correct,both_correct,2,2,early_stop,366,1083,6952.0,4858
asdiv_0046,asdiv,10.0,10,10,10,10,True,True,True,True,both_correct,both_correct,2,2,early_stop,372,1101,7110.0,5006
asdiv_0047,asdiv,16.0,16,16,16,16,True,True,True,True,both_correct,both_correct,2,2,early_stop,363,1074,6849.0,4895
asdiv_0048,asdiv,14.0,14,14,14,14,True,True,True,True,both_correct,both_correct,2,2,early_stop,359,1066,6781.0,4844
asdiv_0049,asdiv,15.0,15,15,15,15,True,True,True,True,both_correct,both_correct,2,2,early_stop,362,1077,6824.0,4828
asdiv_0050,asdiv,18.0,18,18,18,18,True,True,True,True,both_correct,both_correct,2,2,early_stop,376,1127,7194.0,5027
asdiv_0051,asdiv,11.0,11,11,11,11,True,True,True,True,both_correct,both_correct,2,2,early_stop,372,1114,6950.0,4948
asdiv_0052,asdiv,7.0,7,7,7,7,True,True,True,True,both_correct,both_correct,2,2,early_stop,373,1103,7007.0,4934
asdiv_0053,asdiv,18.0,18,18,18,18,True,True,True,True,both_correct,both_correct,3,3,early_stop,363,1081,7110.0,8213
asdiv_0054,asdiv,7.0,7,7,7,7,True,True,True,True,both_correct,both_correct,2,2,early_stop,354,1046,6989.0,4830
asdiv_0055,asdiv,7.0,7,7,7,7,True,True,True,True,both_correct,both_correct,3,3,early_stop,361,1062,6937.0,7960
asdiv_0056,asdiv,7.0,7,7,7,7,True,True,True,True,both_correct,both_correct,5,5,early_stop,368,1086,7056.0,14625
asdiv_0057,asdiv,5.0,5,5,5,5,True,True,True,True,both_correct,both_correct,2,2,early_stop,362,1069,6915.0,4875
asdiv_0058,asdiv,28.0,28,28,28,28,True,True,True,True,both_correct,both_correct,2,2,early_stop,369,1093,7195.0,4937
asdiv_0059,asdiv,22.0,22,22,22,22,True,True,True,True,both_correct,both_correct,4,4,early_stop,359,1067,7031.0,11165
asdiv_0060,asdiv,38.0,38,38,38,38,True,True,True,True,both_correct,both_correct,4,4,early_stop,364,1075,7050.0,11218
asdiv_0061,asdiv,929.0,929,929,929,929,True,True,True,True,both_correct,both_correct,3,3,early_stop,360,1063,7123.0,8100
asdiv_0062,asdiv,62.0,62,62,62,62,True,True,True,True,both_correct,both_correct,3,3,early_stop,356,1053,6928.0,8103
asdiv_0063,asdiv,46.0,46,46,46,46,True,True,True,True,both_correct,both_correct,2,2,early_stop,352,1050,6953.0,4778
asdiv_0064,asdiv,113.0,113,113,113,113,True,True,True,True,both_correct,both_correct,2,2,early_stop,364,1077,7102.0,4976
asdiv_0065,asdiv,616.0,616,616,616,616,True,True,True,True,both_correct,both_correct,5,5,early_stop,381,1114,7219.0,14775
asdiv_0066,asdiv,803.0,703,703,703,703,False,False,False,False,both_wrong,both_wrong,3,3,early_stop,358,1061,7071.0,8071
asdiv_0067,asdiv,700.0,700,700,700,700,True,True,True,True,both_correct,both_correct,2,2,early_stop,361,1068,7084.0,4853
asdiv_0068,asdiv,20.0,20,20,20,20,True,True,True,True,both_correct,both_correct,3,3,early_stop,375,1068,6914.0,8069
asdiv_0069,asdiv,35.0,35,35,35,35,True,True,True,True,both_correct,both_correct,4,4,early_stop,359,1065,6944.0,11141
asdiv_0070,asdiv,33.0,33,33,33,33,True,True,True,True,both_correct,both_correct,2,2,early_stop,358,1057,6967.0,4845
asdiv_0071,asdiv,40.0,40,40,40,40,True,True,True,True,both_correct,both_correct,2,2,early_stop,354,1063,6879.0,4911
asdiv_0072,asdiv,43.0,43,43,43,43,True,True,True,True,both_correct,both_correct,5,5,early_stop,359,1060,6947.0,14343
asdiv_0073,asdiv,32.0,32,32,32,32,True,True,True,True,both_correct,both_correct,3,3,early_stop,354,1049,6903.0,7989
asdiv_0074,asdiv,60.0,60,60,60,60,True,True,True,True,both_correct,both_correct,2,2,early_stop,359,1062,6947.0,4839
asdiv_0075,asdiv,77.0,77,77,77,77,True,True,True,True,both_correct,both_correct,3,3,early_stop,366,1083,7044.0,8023
asdiv_0076,asdiv,None,No,No,no,no,False,False,False,False,both_wrong,both_wrong,2,2,early_stop,387,1155,7287.0,5092
asdiv_0077,asdiv,19.0,19,19,19,19,True,True,True,True,both_correct,both_correct,2,2,early_stop,367,1086,7029.0,4896
asdiv_0078,asdiv,20.0,20,20,20,20,True,True,True,True,both_correct,both_correct,5,5,early_stop,370,1089,7078.0,14600
asdiv_0079,asdiv,37.0,37,37,37,37,True,True,True,True,both_correct,both_correct,2,2,early_stop,360,1065,6947.0,4868
asdiv_0080,asdiv,21.0,0.21,0.21,0.63,0.21,False,False,False,False,both_wrong,both_wrong,3,4,rollback,391,1148,7694.0,13770
gsm8k_0001,gsm8k,72,72,72,72,72,True,True,True,True,both_correct,both_correct,2,2,early_stop,396,1174,7335.0,5370
gsm8k_0002,gsm8k,10,10,10,10,10,True,True,True,True,both_correct,both_correct,2,2,early_stop,365,1077,7095.0,5114
gsm8k_0003,gsm8k,5,5,5,10,5,True,True,False,True,both_correct,wrong_to_correct,3,4,rollback,445,1335,7992.0,15931
gsm8k_0004,gsm8k,42,42,42,36,42,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,438,1257,8064.0,5829
gsm8k_0005,gsm8k,624,624,624,1040,624,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,373,1127,7309.0,5349
gsm8k_0006,gsm8k,35,45,45,110,45,False,False,False,False,both_wrong,both_wrong,3,4,rollback,408,1205,7487.0,14610
gsm8k_0007,gsm8k,48,40,40,40,40,False,False,False,False,both_wrong,both_wrong,4,4,early_stop,399,1190,7533.0,14099
gsm8k_0008,gsm8k,16,16,16,16,16,True,True,True,True,both_correct,both_correct,3,3,early_stop,478,1377,8627.0,11777
gsm8k_0009,gsm8k,41,111,101,101,101,False,False,False,False,both_wrong,both_wrong,3,3,early_stop,446,1326,8684.0,10056
gsm8k_0010,gsm8k,990,950,950,990,950,False,False,True,False,both_wrong,correct_to_wrong,5,6,rollback,418,1239,7832.0,24118
gsm8k_0011,gsm8k,121,141,141,107,179,False,False,False,False,both_wrong,both_wrong,2,2,early_stop,452,1339,7995.0,5754
gsm8k_0012,gsm8k,5,5,5,3,5,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,521,1433,8428.0,6403
gsm8k_0013,gsm8k,85,85,85,55,85,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,413,1191,7509.0,5627
gsm8k_0014,gsm8k,35,35,35,30,35,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,425,1232,7769.0,5464
gsm8k_0015,gsm8k,5,9,7.5,7.5,7.5,False,False,False,False,both_wrong,both_wrong,3,4,rollback,388,1129,7140.0,13922
gsm8k_0016,gsm8k,448000,3700000,3700000,3400000,3700000,False,False,False,False,both_wrong,both_wrong,2,2,early_stop,418,1248,7997.0,5521
gsm8k_0017,gsm8k,800,800,800,1000,800,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,446,1323,8128.0,5878
gsm8k_0018,gsm8k,43,51,51,50,51,False,False,False,False,both_wrong,both_wrong,2,2,early_stop,416,1233,8220.0,5832
gsm8k_0019,gsm8k,16,9,9,9,9,False,False,False,False,both_wrong,both_wrong,2,2,early_stop,398,1187,7897.0,5511
gsm8k_0020,gsm8k,16,10.8,10.8,16.0,28,False,False,True,False,both_wrong,correct_to_wrong,5,5,early_stop,404,1197,7673.0,18424
gsm8k_0021,gsm8k,38,36,36,36,36,False,False,False,False,both_wrong,both_wrong,2,2,early_stop,410,1214,7633.0,5336
gsm8k_0022,gsm8k,1080,432,432,432,432,False,False,False,False,both_wrong,both_wrong,3,4,rollback,393,1185,7807.0,14168
gsm8k_0023,gsm8k,7,4,4,8,4,False,False,False,False,both_wrong,both_wrong,5,6,rollback,441,1322,8307.0,25525
gsm8k_0024,gsm8k,5,5,5,9,5,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,409,1223,7658.0,5833
gsm8k_0025,gsm8k,62,62,62,62,62,True,True,True,True,both_correct,both_correct,2,2,early_stop,448,1329,8114.0,5659
gsm8k_0026,gsm8k,110,95,95,85,95,False,False,False,False,both_wrong,both_wrong,4,5,rollback,433,1295,7845.0,20325
gsm8k_0027,gsm8k,400,400,400,400,400,True,True,True,True,both_correct,both_correct,2,2,early_stop,394,1195,7551.0,5269
gsm8k_0028,gsm8k,400,480,224,224,224,False,False,False,False,both_wrong,both_wrong,2,2,early_stop,438,1307,8634.0,6291
gsm8k_0029,gsm8k,8,8,8,8,8,True,True,True,True,both_correct,both_correct,3,3,early_stop,429,1257,7573.0,8920
gsm8k_0030,gsm8k,1000,2400,2400,8000,2400,False,False,False,False,both_wrong,both_wrong,2,2,early_stop,424,1258,7451.0,5926
gsm8k_0031,gsm8k,6,6,6,6,6,True,True,True,True,both_correct,both_correct,2,2,early_stop,450,1270,8068.0,5483
gsm8k_0032,gsm8k,1200,960,960,1920,960,False,False,False,False,both_wrong,both_wrong,3,3,early_stop,401,1188,7918.0,10036
gsm8k_0033,gsm8k,10,10,10,10,10,True,True,True,True,both_correct,both_correct,5,6,rollback,497,1422,8688.0,26489
gsm8k_0034,gsm8k,34,34,34,37,34,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,439,1285,7982.0,5762
gsm8k_0035,gsm8k,5250,5250,5250,5250,5250,True,True,True,True,both_correct,both_correct,2,2,early_stop,407,1189,7609.0,5433
gsm8k_0036,gsm8k,36,36,36,36,36,True,True,True,True,both_correct,both_correct,2,2,early_stop,395,1181,7494.0,5219
gsm8k_0037,gsm8k,15,15,15,30,15,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,393,1164,7385.0,5207
gsm8k_0038,gsm8k,5,3.4,3.4,3.1,3.4,False,False,False,False,both_wrong,both_wrong,2,3,rollback,415,1230,8043.0,12076
gsm8k_0039,gsm8k,9,72,9,9,9,False,True,True,True,both_correct,both_correct,2,2,early_stop,418,1214,7981.0,5584
gsm8k_0040,gsm8k,15,85,85,90,90,False,False,False,False,both_wrong,both_wrong,4,5,rollback,428,1235,8111.0,20139
gsm8k_0041,gsm8k,476,468,468,468,468,False,False,False,False,both_wrong,both_wrong,2,2,early_stop,384,1137,7665.0,5163
gsm8k_0042,gsm8k,500,500,500,550,500,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,426,1255,7914.0,5516
gsm8k_0043,gsm8k,99,57,57,55,57,False,False,False,False,both_wrong,both_wrong,2,2,early_stop,401,1209,7629.0,5823
gsm8k_0044,gsm8k,60,60,60,62,60,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,429,1270,7811.0,5672
gsm8k_0045,gsm8k,300,400,400,300,300,False,False,True,True,wrong_to_correct,both_correct,2,3,rollback,419,1258,7948.0,10404
gsm8k_0046,gsm8k,99,80,64,62,99,False,False,False,True,wrong_to_correct,wrong_to_correct,3,3,early_stop,419,1252,7795.0,10140
gsm8k_0047,gsm8k,1920,1920,1920,1920,1920,True,True,True,True,both_correct,both_correct,2,2,early_stop,436,1257,7569.0,5655
gsm8k_0048,gsm8k,15,15,15,12,15,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,424,1250,7741.0,5419
gsm8k_0049,gsm8k,10,10,10,26,10,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,401,1188,7481.0,5370
gsm8k_0050,gsm8k,48,48,48,192,48,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,408,1201,7558.0,5403
gsm8k_0051,gsm8k,5,40,40,40,40,False,False,False,False,both_wrong,both_wrong,2,3,rollback,411,1240,7989.0,10242
