sample_id,dataset_name,gold_answer,stop_reason,round_1_answers,round1_unique_answers,round1_all_agree,single_agent_baseline_answer,majority_voting_baseline_answer,round3_vote_available,round3_vote_answer,scrd_final_answer,single_agent_correct,majority_voting_correct,round3_vote_correct,scrd_correct,outcome_vs_round1_vote,outcome_vs_round3_vote,effective_rounds_used,actual_rounds_executed,single_agent_total_tokens,majority_vote_total_tokens,round3_vote_total_tokens,scrd_total_tokens,rollback_events,repair_round_events,trace_found
strategyqa_0028,strategyqa,true,early_stop,"['false', 'true', 'false']",2,False,false,false,True,true,true,False,False,True,True,improved,both_correct,3,3,258,761,9452,9452,0,0,True
strategyqa_0029,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,266,783,4336,4336,0,0,True
strategyqa_0030,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,275,825,4492,4492,0,0,True
strategyqa_0031,strategyqa,false,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,True,True,,True,both_correct,baseline_unavailable,2,2,260,780,4215,4215,0,0,True
strategyqa_0032,strategyqa,false,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,True,True,,True,both_correct,baseline_unavailable,2,2,255,783,4830,4830,0,0,True
strategyqa_0033,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,262,780,4202,4202,0,0,True
strategyqa_0034,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,264,798,4263,4263,0,0,True
strategyqa_0035,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,255,754,4216,4216,0,0,True
strategyqa_0036,strategyqa,true,rollback,"['true', 'true', 'false']",2,False,true,true,False,,false,True,True,,False,degraded,baseline_unavailable,2,3,286,804,10235,11169,1,1,True
strategyqa_0037,strategyqa,true,early_stop,"['false', 'true', 'true']",2,False,false,true,True,false,false,False,True,False,False,degraded,both_wrong,3,3,258,870,9712,9712,0,0,True
strategyqa_0038,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,264,780,4218,4218,0,0,True
strategyqa_0039,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,259,780,4172,4172,0,0,True
strategyqa_0040,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,287,860,4631,4631,0,0,True
strategyqa_0041,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,256,768,4240,4240,0,0,True
strategyqa_0042,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,266,782,4376,4376,0,0,True
strategyqa_0043,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,251,746,4093,4093,0,0,True
strategyqa_0044,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,251,735,4101,4101,0,0,True
strategyqa_0045,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,249,743,4148,4148,0,0,True
strategyqa_0046,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,261,779,4188,4188,0,0,True
strategyqa_0047,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,265,833,4506,4506,0,0,True
strategyqa_0048,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,242,725,4041,4041,0,0,True
strategyqa_0049,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,True,true,true,True,True,True,True,both_correct,both_correct,5,5,252,746,6958,12573,0,0,True
strategyqa_0050,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,True,true,true,True,True,True,True,both_correct,both_correct,3,3,264,772,7138,7138,0,0,True
strategyqa_0051,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,252,752,4113,4113,0,0,True
strategyqa_0052,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,True,true,true,True,True,True,True,both_correct,both_correct,5,5,247,741,6864,12383,0,0,True
strategyqa_0053,strategyqa,true,rollback,"['true', 'true', 'true']",1,True,true,true,False,,false,True,True,,False,degraded,baseline_unavailable,2,3,252,740,8461,9171,1,1,True
strategyqa_0054,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,251,750,4195,4195,0,0,True
strategyqa_0055,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,243,741,4977,4977,0,0,True
strategyqa_0056,strategyqa,false,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,True,True,,True,both_correct,baseline_unavailable,2,2,248,738,4068,4068,0,0,True
strategyqa_0057,strategyqa,true,rollback,"['false', 'false', 'false']",1,True,false,false,True,false,false,False,False,False,False,both_wrong,both_wrong,3,4,254,743,13750,14601,1,1,True
strategyqa_0058,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,240,720,4541,4541,0,0,True
strategyqa_0059,strategyqa,true,rollback,"['true', 'true', 'true']",1,True,true,true,False,,false,True,True,,False,degraded,baseline_unavailable,2,3,281,869,8350,9068,1,1,True
strategyqa_0060,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,272,830,4293,4293,0,0,True
strategyqa_0061,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,254,774,4289,4289,0,0,True
strategyqa_0062,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,250,751,4240,4240,0,0,True
strategyqa_0063,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,257,769,4123,4123,0,0,True
strategyqa_0064,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,260,774,4159,4159,0,0,True
strategyqa_0065,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,242,726,4066,4066,0,0,True
strategyqa_0066,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,273,812,4552,4552,0,0,True
strategyqa_0067,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,258,764,4160,4160,0,0,True
strategyqa_0068,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,250,751,4164,4164,0,0,True
strategyqa_0069,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,257,763,4694,4694,0,0,True
strategyqa_0071,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,244,734,4765,4765,0,0,True
strategyqa_0072,strategyqa,false,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,True,True,,True,both_correct,baseline_unavailable,2,2,243,729,4085,4085,0,0,True
strategyqa_0073,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,258,764,6299,6299,0,0,True
strategyqa_0074,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,250,755,4437,4437,0,0,True
strategyqa_0075,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,256,754,4217,4217,0,0,True
strategyqa_0076,strategyqa,true,rollback,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,3,259,777,7000,7507,1,1,True
strategyqa_0077,strategyqa,true,rollback,"['false', 'false', 'true']",2,False,false,false,True,false,false,False,False,False,False,both_wrong,both_wrong,3,4,270,803,12948,13846,1,2,True
strategyqa_0078,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,274,786,5453,5453,0,0,True
strategyqa_0079,strategyqa,true,early_stop,"['true', 'true', 'false']",2,False,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,260,780,4604,4604,0,0,True
strategyqa_0080,strategyqa,true,rollback,"['true', 'true', 'false']",2,False,true,true,False,,false,True,True,,False,degraded,baseline_unavailable,2,3,261,773,8612,9374,1,1,True
strategyqa_0081,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,266,788,4352,4352,0,0,True
strategyqa_0082,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,250,760,4126,4126,0,0,True
strategyqa_0083,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,246,737,4076,4076,0,0,True
strategyqa_0084,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,249,748,4177,4177,0,0,True
strategyqa_0085,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,243,733,5332,5332,0,0,True
strategyqa_0086,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,265,803,4409,4409,0,0,True
strategyqa_0087,strategyqa,true,rollback,"['false', 'true', 'true']",2,False,false,true,True,true,true,False,True,True,True,both_correct,both_correct,3,4,243,765,12415,12977,1,1,True
strategyqa_0088,strategyqa,true,rollback,"['true', 'true', 'true']",1,True,true,true,True,true,true,True,True,True,True,both_correct,both_correct,3,4,251,746,10135,10661,1,1,True
strategyqa_0089,strategyqa,false,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,True,True,,True,both_correct,baseline_unavailable,2,2,253,765,4251,4251,0,0,True
strategyqa_0090,strategyqa,false,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,True,True,,True,both_correct,baseline_unavailable,2,2,245,735,4092,4092,0,0,True
strategyqa_0091,strategyqa,false,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,True,True,,True,both_correct,baseline_unavailable,2,2,252,736,4124,4124,0,0,True
strategyqa_0092,strategyqa,false,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,True,True,,True,both_correct,baseline_unavailable,2,2,249,751,5461,5461,0,0,True
strategyqa_0093,strategyqa,false,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,True,True,,True,both_correct,baseline_unavailable,2,2,243,729,4173,4173,0,0,True
strategyqa_0094,strategyqa,false,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,True,True,,True,both_correct,baseline_unavailable,2,2,261,771,4248,4248,0,0,True
strategyqa_0095,strategyqa,false,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,True,True,,True,both_correct,baseline_unavailable,2,2,265,793,5959,5959,0,0,True
strategyqa_0096,strategyqa,false,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,True,True,,True,both_correct,baseline_unavailable,2,2,265,804,5464,5464,0,0,True
strategyqa_0097,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,240,730,4082,4082,0,0,True
strategyqa_0098,strategyqa,false,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,False,False,,False,both_wrong,baseline_unavailable,2,2,252,752,4131,4131,0,0,True
strategyqa_0099,strategyqa,false,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,True,True,,True,both_correct,baseline_unavailable,2,2,248,744,4195,4195,0,0,True
strategyqa_0100,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,262,787,5514,5514,0,0,True
strategyqa_0101,strategyqa,false,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,True,True,,True,both_correct,baseline_unavailable,2,2,255,765,4265,4265,0,0,True
strategyqa_0102,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,241,723,3991,3991,0,0,True
strategyqa_0103,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,254,762,4194,4194,0,0,True
strategyqa_0104,strategyqa,true,rollback,"['true', 'true', 'false']",2,False,true,true,False,,false,True,True,,False,degraded,baseline_unavailable,2,3,259,841,10185,11160,1,1,True
strategyqa_0105,strategyqa,true,rollback,"['true', 'true', 'true']",1,True,true,true,False,,false,True,True,,False,degraded,baseline_unavailable,2,3,291,866,7479,8080,1,1,True
strategyqa_0106,strategyqa,true,rollback,"['true', 'true', 'false']",2,False,true,true,True,false,false,True,True,False,False,degraded,both_wrong,3,4,267,779,13050,13942,1,2,True
strategyqa_0107,strategyqa,false,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,True,True,,True,both_correct,baseline_unavailable,2,2,249,750,4209,4209,0,0,True
strategyqa_0108,strategyqa,false,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,True,True,,True,both_correct,baseline_unavailable,2,2,259,774,4155,4155,0,0,True
strategyqa_0109,strategyqa,false,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,True,True,,True,both_correct,baseline_unavailable,2,2,252,761,4113,4113,0,0,True
strategyqa_0110,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,249,753,4277,4277,0,0,True
strategyqa_0111,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,256,770,4125,4125,0,0,True
strategyqa_0112,strategyqa,true,rollback,"['false', 'true', 'false']",2,False,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,3,254,768,9390,10259,1,1,True
strategyqa_0113,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,266,785,4274,4274,0,0,True
strategyqa_0114,strategyqa,false,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,True,True,,True,both_correct,baseline_unavailable,2,2,257,771,4319,4319,0,0,True
strategyqa_0115,strategyqa,true,rollback,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,3,253,768,7940,8664,1,1,True
strategyqa_0116,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,255,770,4215,4215,0,0,True
strategyqa_0117,strategyqa,true,rollback,"['false', 'false', 'false']",1,True,false,false,True,true,true,False,False,True,True,improved,both_correct,5,6,247,741,7648,21182,1,2,True
strategyqa_0118,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,261,782,4379,4379,0,0,True
strategyqa_0119,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,251,753,4188,4188,0,0,True
strategyqa_0120,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,251,753,4935,4935,0,0,True
strategyqa_0121,strategyqa,true,rollback,"['true', 'false', 'true']",2,False,true,true,False,,false,True,True,,False,degraded,baseline_unavailable,2,3,269,819,9202,9998,1,1,True
strategyqa_0122,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,251,754,4115,4115,0,0,True
strategyqa_0123,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,249,749,4128,4128,0,0,True
strategyqa_0124,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,255,759,4115,4115,0,0,True
strategyqa_0125,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,261,775,4316,4316,0,0,True
strategyqa_0126,strategyqa,true,early_stop,"['true', 'false', 'true']",2,False,true,true,True,false,false,True,True,False,False,degraded,both_wrong,3,3,261,779,9667,9667,0,0,True
strategyqa_0127,strategyqa,true,rollback,"['false', 'false', 'false']",1,True,false,false,True,false,false,False,False,False,False,both_wrong,both_wrong,3,4,253,779,13047,13753,1,1,True
strategyqa_0128,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,252,754,4122,4122,0,0,True
strategyqa_0129,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,254,763,4169,4169,0,0,True
strategyqa_0130,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,246,738,4270,4270,0,0,True
strategyqa_0131,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,249,751,4136,4136,0,0,True
strategyqa_0132,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,257,770,4169,4169,0,0,True
strategyqa_0133,strategyqa,false,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,True,True,,True,both_correct,baseline_unavailable,2,2,250,740,4218,4218,0,0,True
strategyqa_0134,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,258,774,4170,4170,0,0,True
strategyqa_0135,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,246,738,4572,4572,0,0,True
strategyqa_0136,strategyqa,true,early_stop,"['true', 'false', 'true']",2,False,true,true,True,true,true,True,True,True,True,both_correct,both_correct,5,5,257,782,10153,15949,0,0,True
strategyqa_0137,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,false,True,True,,False,degraded,baseline_unavailable,2,2,252,755,4353,4353,0,0,True
strategyqa_0138,strategyqa,false,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,True,True,,True,both_correct,baseline_unavailable,2,2,250,748,4130,4130,0,0,True
strategyqa_0139,strategyqa,false,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,True,True,,True,both_correct,baseline_unavailable,2,2,254,755,4225,4225,0,0,True
strategyqa_0140,strategyqa,false,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,True,True,,True,both_correct,baseline_unavailable,2,2,248,747,4126,4126,0,0,True
strategyqa_0141,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,241,723,4078,4078,0,0,True
strategyqa_0142,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,251,748,4124,4124,0,0,True
strategyqa_0143,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,251,742,4135,4135,0,0,True
strategyqa_0144,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,256,762,4172,4172,0,0,True
strategyqa_0145,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,284,824,4492,4492,0,0,True
strategyqa_0146,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,283,835,4490,4490,0,0,True
strategyqa_0147,strategyqa,false,rollback,"['false', 'false', 'false']",1,True,false,false,True,false,false,True,True,True,True,both_correct,both_correct,3,4,249,747,13215,13957,1,1,True
strategyqa_0148,strategyqa,false,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,True,True,,True,both_correct,baseline_unavailable,2,2,261,783,4261,4261,0,0,True
strategyqa_0149,strategyqa,false,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,True,True,,True,both_correct,baseline_unavailable,2,2,254,801,5161,5161,0,0,True
strategyqa_0150,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,271,816,4331,4331,0,0,True
strategyqa_0151,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,275,795,4405,4405,0,0,True
strategyqa_0152,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,267,809,4409,4409,0,0,True
strategyqa_0153,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,262,828,4400,4400,0,0,True
