sample_id,dataset_name,gold_answer,stop_reason,round_1_answers,round1_unique_answers,round1_all_agree,single_agent_baseline_answer,majority_voting_baseline_answer,round3_vote_available,round3_vote_answer,scrd_final_answer,single_agent_correct,majority_voting_correct,round3_vote_correct,scrd_correct,outcome_vs_round1_vote,outcome_vs_round3_vote,effective_rounds_used,actual_rounds_executed,single_agent_total_tokens,majority_vote_total_tokens,round3_vote_total_tokens,scrd_total_tokens,rollback_events,repair_round_events,trace_found
gsm8k_0032,gsm8k,1200,early_stop,"['960', '960', '840']",2,False,960,960,True,1920,1920,False,False,False,False,both_wrong,both_wrong,3,3,298,896,9788,9788,0,0,True
gsm8k_0033,gsm8k,10,early_stop,"['6', '10', '6']",2,False,6,6,True,10,10,False,False,True,True,improved,both_correct,3,3,359,1066,9587,9587,0,0,True
gsm8k_0034,gsm8k,34,early_stop,"['34', '34', '34']",1,True,34,34,False,,34,True,True,,True,both_correct,baseline_unavailable,2,2,334,1005,4907,4907,0,0,True
gsm8k_0035,gsm8k,5250,early_stop,"['5250', '5250', '5250']",1,True,5250,5250,False,,5250,True,True,,True,both_correct,baseline_unavailable,2,2,297,904,4926,4926,0,0,True
gsm8k_0036,gsm8k,36,early_stop,"['36', '36', '36']",1,True,36,36,False,,36,True,True,,True,both_correct,baseline_unavailable,2,2,300,897,4654,4654,0,0,True
gsm8k_0037,gsm8k,15,early_stop,"['15', '15', '15']",1,True,15,15,False,,15,True,True,,True,both_correct,baseline_unavailable,2,2,304,888,4546,4546,0,0,True
gsm8k_0038,gsm8k,5,rollback,"['3.4', '3.4', '3.2']",2,False,3.4,3.4,False,,5,False,False,,True,improved,baseline_unavailable,2,3,313,939,9245,10049,1,1,True
gsm8k_0039,gsm8k,9,early_stop,"['9', '9', '9']",1,True,9,9,False,,9,True,True,,True,both_correct,baseline_unavailable,2,2,306,948,4852,4852,0,0,True
gsm8k_0040,gsm8k,15,rollback,"['45', '45', '45']",1,True,45,45,True,15,15,False,False,True,True,improved,both_correct,4,5,310,930,11707,16260,1,3,True
gsm8k_0041,gsm8k,476,early_stop,"['488', '488', '468']",2,False,488,488,False,,488,False,False,,False,both_wrong,baseline_unavailable,2,2,293,878,5854,5854,0,0,True
gsm8k_0042,gsm8k,500,early_stop,"['500', '500', '500']",1,True,500,500,False,,500,True,True,,True,both_correct,baseline_unavailable,2,2,325,967,4811,4811,0,0,True
gsm8k_0043,gsm8k,99,early_stop,"['57', '75', '75']",2,False,57,75,True,99,99,False,False,True,True,improved,both_correct,3,3,306,904,9261,9261,0,0,True
gsm8k_0044,gsm8k,60,early_stop,"['60', '60', '60']",1,True,60,60,False,,60,True,True,,True,both_correct,baseline_unavailable,2,2,322,970,5047,5047,0,0,True
gsm8k_0045,gsm8k,300,early_stop,"['400', '300', '300']",2,False,400,300,False,,300,False,True,,True,both_correct,baseline_unavailable,2,2,328,967,5195,5195,0,0,True
gsm8k_0046,gsm8k,99,rollback,"['62', '62', '62']",1,True,62,62,False,,75,False,False,,False,both_wrong,baseline_unavailable,2,3,318,954,8449,9104,1,1,True
gsm8k_0047,gsm8k,1920,early_stop,"['1920', '1920', '1920']",1,True,1920,1920,True,1920,1920,True,True,True,True,both_correct,both_correct,3,3,335,1009,7985,7985,0,0,True
gsm8k_0048,gsm8k,15,early_stop,"['15', '15', '90']",2,False,15,15,True,15,15,True,True,True,True,both_correct,both_correct,3,3,302,922,10252,10252,0,0,True
gsm8k_0049,gsm8k,10,early_stop,"['10', '10', '10']",1,True,10,10,False,,10,True,True,,True,both_correct,baseline_unavailable,2,2,300,900,4757,4757,0,0,True
gsm8k_0050,gsm8k,48,early_stop,"['48', '48', '48']",1,True,48,48,False,,48,True,True,,True,both_correct,baseline_unavailable,2,2,307,917,4763,4763,0,0,True
gsm8k_0051,gsm8k,5,early_stop,"['40', '5', '1.25']",3,False,40,40,False,,5,False,False,,True,improved,baseline_unavailable,2,2,327,1046,5536,5536,0,0,True
gsm8k_0052,gsm8k,160,early_stop,"['80', '80', '80']",1,True,80,80,False,,80,False,False,,False,both_wrong,baseline_unavailable,2,2,296,890,4442,4442,0,0,True
gsm8k_0053,gsm8k,5,early_stop,"['5', '5', '5']",1,True,5,5,False,,5,True,True,,True,both_correct,baseline_unavailable,2,2,321,974,4882,4882,0,0,True
gsm8k_0054,gsm8k,36,early_stop,"['36', '36', '36']",1,True,36,36,False,,36,True,True,,True,both_correct,baseline_unavailable,2,2,301,902,4660,4660,0,0,True
gsm8k_0055,gsm8k,11,rollback,"['21', '21', '21']",1,True,21,21,True,11,11,False,False,True,True,improved,both_correct,3,4,316,942,12612,13253,1,2,True
gsm8k_0056,gsm8k,75,early_stop,"['75', '75', '75']",1,True,75,75,False,,75,True,True,,True,both_correct,baseline_unavailable,2,2,305,931,4757,4757,0,0,True
gsm8k_0057,gsm8k,45,rollback,"['45', '45', '65']",2,False,45,45,True,45,45,True,True,True,True,both_correct,both_correct,3,4,336,987,13602,14320,1,1,True
gsm8k_0058,gsm8k,2,early_stop,"['2', '2', '2']",1,True,2,2,False,,2,True,True,,True,both_correct,baseline_unavailable,2,2,290,883,4380,4380,0,0,True
gsm8k_0059,gsm8k,320,rollback,"['280', '280', '280']",1,True,280,280,True,560,560,False,False,False,False,both_wrong,both_wrong,5,6,314,942,13610,22245,1,4,True
gsm8k_0060,gsm8k,120,rollback,"['95', '85', '95']",2,False,95,95,True,120,95,False,False,True,False,both_wrong,degraded,4,5,325,975,13932,19048,1,3,True
gsm8k_0061,gsm8k,96,early_stop,"['48', '96', '96']",2,False,48,96,False,,96,False,True,,True,both_correct,baseline_unavailable,2,2,316,967,5492,5492,0,0,True
gsm8k_0062,gsm8k,200,early_stop,"['200', '200', '200']",1,True,200,200,False,,200,True,True,,True,both_correct,baseline_unavailable,2,2,432,1253,5712,5712,0,0,True
gsm8k_0063,gsm8k,15,early_stop,"['10', '10', '11']",2,False,10,10,False,,10,False,False,,False,both_wrong,baseline_unavailable,2,2,277,854,5325,5325,0,0,True
gsm8k_0064,gsm8k,59,early_stop,"['9', '9', '9']",1,True,9,9,False,,9,False,False,,False,both_wrong,baseline_unavailable,2,2,322,966,4664,4664,0,0,True
gsm8k_0065,gsm8k,840,rollback,"['540', '420', '540']",2,False,540,540,True,840,840,False,False,True,True,improved,both_correct,3,4,291,865,12549,13464,1,1,True
gsm8k_0066,gsm8k,558,early_stop,"['549', '559', '558']",3,False,549,549,False,,559,False,False,,False,both_wrong,baseline_unavailable,2,2,291,859,4916,4916,0,0,True
gsm8k_0067,gsm8k,520,early_stop,"['770', '730', '730']",2,False,770,730,False,,730,False,False,,False,both_wrong,baseline_unavailable,2,2,310,936,6399,6399,0,0,True
gsm8k_0068,gsm8k,6,early_stop,"['2.5', '2.5', '2.5']",1,True,2.5,2.5,False,,2.5,False,False,,False,both_wrong,baseline_unavailable,2,2,337,1036,6052,6052,0,0,True
gsm8k_0069,gsm8k,90,rollback,"['90', '220', '110']",3,False,90,90,False,,90,True,True,,True,both_correct,baseline_unavailable,2,3,301,907,9134,9946,1,1,True
gsm8k_0070,gsm8k,49,early_stop,"['49', '49', '49']",1,True,49,49,False,,49,True,True,,True,both_correct,baseline_unavailable,2,2,282,846,4417,4417,0,0,True
gsm8k_0071,gsm8k,19,rollback,"['19', '19', '19']",1,True,19,19,False,,19,True,True,,True,both_correct,baseline_unavailable,2,3,312,922,8242,8858,1,1,True
gsm8k_0072,gsm8k,25,early_stop,"['25', '25', '25']",1,True,25,25,False,,25,True,True,,True,both_correct,baseline_unavailable,2,2,306,906,4749,4749,0,0,True
gsm8k_0073,gsm8k,54,rollback,"['18', '18', '18']",1,True,18,18,True,18,54,False,False,False,True,improved,improved,4,5,330,977,7968,15817,1,1,True
gsm8k_0074,gsm8k,3,early_stop,"['3', '3', '3']",1,True,3,3,False,,3,True,True,,True,both_correct,baseline_unavailable,2,2,322,966,4791,4791,0,0,True
gsm8k_0075,gsm8k,28,early_stop,"['28', '28', '28']",1,True,28,28,False,,28,True,True,,True,both_correct,baseline_unavailable,2,2,340,1013,5171,5171,0,0,True
gsm8k_0076,gsm8k,15,early_stop,"['10', '10', '10']",1,True,10,10,True,15,15,False,False,True,True,improved,both_correct,3,3,293,877,7833,7833,0,0,True
gsm8k_0077,gsm8k,768,rollback,"['768', '427', '431']",3,False,768,768,False,,768,True,True,,True,both_correct,baseline_unavailable,2,3,324,904,9104,9950,1,1,True
gsm8k_0078,gsm8k,85,early_stop,"['89', '85', '89']",2,False,89,89,False,,85,False,False,,True,improved,baseline_unavailable,2,2,283,848,4645,4645,0,0,True
gsm8k_0079,gsm8k,4,rollback,"['4', '4', '4']",1,True,4,4,False,,4,True,True,,True,both_correct,baseline_unavailable,2,3,328,984,8215,8829,1,1,True
gsm8k_0080,gsm8k,70,early_stop,"['70', '70', '70']",1,True,70,70,True,70,70,True,True,True,True,both_correct,both_correct,5,5,280,852,7419,13335,0,0,True
gsm8k_0081,gsm8k,100,rollback,"['80', '100', '100']",2,False,80,100,False,,100,False,True,,True,both_correct,baseline_unavailable,2,3,294,933,8977,9754,1,1,True
gsm8k_0082,gsm8k,14,early_stop,"['12', '13', '12']",2,False,12,12,False,,12,False,False,,False,both_wrong,baseline_unavailable,2,2,340,1020,5170,5170,0,0,True
gsm8k_0083,gsm8k,700,early_stop,"['700', '700', '600']",2,False,700,700,False,,700,True,True,,True,both_correct,baseline_unavailable,2,2,286,858,4768,4768,0,0,True
gsm8k_0084,gsm8k,54,rollback,"['26', '34', '26']",2,False,26,26,True,26,26,False,False,False,False,both_wrong,both_wrong,4,5,298,898,11176,14712,1,3,True
gsm8k_0085,gsm8k,90,early_stop,"['90', '90', '90']",1,True,90,90,True,90,90,True,True,True,True,both_correct,both_correct,3,3,288,876,7793,7793,0,0,True
gsm8k_0086,gsm8k,5,early_stop,"['5', '5', '5']",1,True,5,5,False,,5,True,True,,True,both_correct,baseline_unavailable,2,2,321,963,4836,4836,0,0,True
gsm8k_0087,gsm8k,6,early_stop,"['6', '6', '7']",2,False,6,6,True,6,6,True,True,True,True,both_correct,both_correct,5,5,312,924,9741,15712,0,0,True
gsm8k_0088,gsm8k,600,rollback,"['200', '600', '200']",2,False,200,200,False,,200,False,False,,False,both_wrong,baseline_unavailable,2,3,313,953,8470,9120,1,1,True
gsm8k_0089,gsm8k,258,early_stop,"['258', '258', '258']",1,True,258,258,True,258,258,True,True,True,True,both_correct,both_correct,3,3,305,890,8016,8016,0,0,True
gsm8k_0090,gsm8k,216,early_stop,"['216', '264', '216']",2,False,216,216,False,,216,True,True,,True,both_correct,baseline_unavailable,2,2,299,915,5772,5772,0,0,True
gsm8k_0091,gsm8k,90,early_stop,"['90', '45', '90']",2,False,90,90,False,,90,True,True,,True,both_correct,baseline_unavailable,2,2,330,952,5379,5379,0,0,True
gsm8k_0092,gsm8k,10,early_stop,"['11.67', '10', '11.67']",2,False,11.67,11.67,True,10,10,False,False,True,True,improved,both_correct,3,3,314,963,10356,10356,0,0,True
gsm8k_0093,gsm8k,1825,rollback,"['487.5', '520', '487.5']",2,False,487.5,487.5,False,,1095,False,False,,False,both_wrong,baseline_unavailable,2,3,316,936,9734,10635,1,1,True
gsm8k_0094,gsm8k,14000,early_stop,"['14000', '14000', '14000']",1,True,14000,14000,False,,14000,True,True,,True,both_correct,baseline_unavailable,2,2,285,843,4656,4656,0,0,True
gsm8k_0095,gsm8k,60,early_stop,"['60', '60', '60']",1,True,60,60,False,,60,True,True,,True,both_correct,baseline_unavailable,2,2,290,883,4518,4518,0,0,True
gsm8k_0096,gsm8k,64,rollback,"['66', '66', '66']",1,True,66,66,True,64,64,False,False,True,True,improved,both_correct,3,4,307,917,14145,15060,1,2,True
gsm8k_0097,gsm8k,126,early_stop,"['102', '102', '102']",1,True,102,102,True,126,126,False,False,True,True,improved,both_correct,3,3,302,906,8976,8976,0,0,True
gsm8k_0098,gsm8k,46,early_stop,"['35', '33', '33']",2,False,35,33,False,,33,False,False,,False,both_wrong,baseline_unavailable,2,2,339,1017,4993,4993,0,0,True
gsm8k_0099,gsm8k,45,early_stop,"['30', '30', '30']",1,True,30,30,True,30,30,False,False,False,False,both_wrong,both_wrong,3,3,316,950,7618,7618,0,0,True
gsm8k_0100,gsm8k,3,rollback,"['3', '4', '3']",2,False,3,3,True,15,15,True,True,False,False,degraded,both_wrong,3,4,401,1209,15245,16095,1,1,True
gsm8k_0101,gsm8k,15,rollback,"['24', '21', '24']",2,False,24,24,True,24,18,False,False,False,False,both_wrong,both_wrong,5,6,284,852,11928,19908,1,4,True
gsm8k_0102,gsm8k,36,rollback,"['4', '4', '4']",1,True,4,4,False,,36,False,False,,True,improved,baseline_unavailable,2,3,363,1089,8825,9514,1,1,True
gsm8k_0103,gsm8k,25,early_stop,"['25', '105', '25']",2,False,25,25,True,25,25,True,True,True,True,both_correct,both_correct,3,3,305,937,10416,10416,0,0,True
gsm8k_0104,gsm8k,258,rollback,"['501', '526', '509']",3,False,501,501,True,366,366,False,False,False,False,both_wrong,both_wrong,4,5,336,1012,13020,17604,1,3,True
gsm8k_0105,gsm8k,96,early_stop,"['96', '96', '96']",1,True,96,96,True,96,96,True,True,True,True,both_correct,both_correct,5,5,283,844,7385,13436,0,0,True
gsm8k_0106,gsm8k,320,early_stop,"['280', '180', '220']",3,False,280,280,True,320,320,False,False,True,True,improved,both_correct,4,4,277,833,7916,11017,0,0,True
gsm8k_0107,gsm8k,50,early_stop,"['50', '50', '50']",1,True,50,50,False,,50,True,True,,True,both_correct,baseline_unavailable,2,2,288,877,4395,4395,0,0,True
gsm8k_0108,gsm8k,97,early_stop,"['94', '82', '84']",3,False,94,94,False,,94,False,False,,False,both_wrong,baseline_unavailable,2,2,325,975,5019,5019,0,0,True
gsm8k_0109,gsm8k,41,rollback,"['102', '123.0', '84']",3,False,102,102,False,,126,False,False,,False,both_wrong,baseline_unavailable,2,3,300,935,8256,8984,1,1,True
gsm8k_0110,gsm8k,20,early_stop,"['20', '20', '20']",1,True,20,20,False,,20,True,True,,True,both_correct,baseline_unavailable,2,2,327,972,4896,4896,0,0,True
gsm8k_0111,gsm8k,140,early_stop,"['140', '140', '140']",1,True,140,140,False,,140,True,True,,True,both_correct,baseline_unavailable,2,2,374,1122,5657,5657,0,0,True
gsm8k_0112,gsm8k,6,early_stop,"['6', '6', '6']",1,True,6,6,True,6,6,True,True,True,True,both_correct,both_correct,3,3,282,879,7729,7729,0,0,True
gsm8k_0113,gsm8k,920,early_stop,"['920', '920', '920']",1,True,920,920,True,920,920,True,True,True,True,both_correct,both_correct,5,5,363,1087,8709,15350,0,0,True
gsm8k_0114,gsm8k,60,rollback,"['60', '60', '45']",2,False,60,60,False,,60,True,True,,True,both_correct,baseline_unavailable,2,3,359,996,8539,9254,1,1,True
gsm8k_0115,gsm8k,15,early_stop,"['15', '15', '11']",2,False,15,15,False,,15,True,True,,True,both_correct,baseline_unavailable,2,2,272,837,5472,5472,0,0,True
gsm8k_0116,gsm8k,4000,early_stop,"['10000', '4000', '1000']",3,False,10000,10000,False,,10000,False,False,,False,both_wrong,baseline_unavailable,2,2,289,961,5589,5589,0,0,True
gsm8k_0117,gsm8k,21,early_stop,"['20', '20', '20']",1,True,20,20,False,,20,False,False,,False,both_wrong,baseline_unavailable,2,2,350,1055,4993,4993,0,0,True
gsm8k_0118,gsm8k,16,rollback,"['16', '16', '16']",1,True,16,16,True,34,34,True,True,False,False,degraded,both_wrong,3,4,405,1209,13782,14654,1,2,True
gsm8k_0119,gsm8k,13,early_stop,"['13', '13', '13']",1,True,13,13,False,,13,True,True,,True,both_correct,baseline_unavailable,2,2,288,876,4739,4739,0,0,True
gsm8k_0120,gsm8k,140,early_stop,"['140', '140', '140']",1,True,140,140,True,140,140,True,True,True,True,both_correct,both_correct,4,4,277,829,7526,10595,0,0,True
gsm8k_0121,gsm8k,720,rollback,"['280', '280', '280']",1,True,280,280,True,280,280,False,False,False,False,both_wrong,both_wrong,4,5,303,907,11315,15001,1,3,True
gsm8k_0122,gsm8k,6,early_stop,"['10', '10', '8']",2,False,10,10,False,,10,False,False,,False,both_wrong,baseline_unavailable,2,2,314,948,5196,5196,0,0,True
gsm8k_0123,gsm8k,48,early_stop,"['48', '48', '48']",1,True,48,48,False,,48,True,True,,True,both_correct,baseline_unavailable,2,2,333,1034,5181,5181,0,0,True
gsm8k_0124,gsm8k,25,early_stop,"['40', '20', '40']",2,False,40,40,True,25,25,False,False,True,True,improved,both_correct,3,3,304,912,9229,9229,0,0,True
gsm8k_0125,gsm8k,18,early_stop,"['18', '18', '18']",1,True,18,18,False,,18,True,True,,True,both_correct,baseline_unavailable,2,2,313,951,4898,4898,0,0,True
gsm8k_0126,gsm8k,50,early_stop,"['50', '50', '50']",1,True,50,50,False,,50,True,True,,True,both_correct,baseline_unavailable,2,2,275,825,4471,4471,0,0,True
gsm8k_0127,gsm8k,25,early_stop,"['25', '25', '25']",1,True,25,25,False,,25,True,True,,True,both_correct,baseline_unavailable,2,2,266,826,4502,4502,0,0,True
gsm8k_0128,gsm8k,55,early_stop,"['55', '55', '55']",1,True,55,55,True,55,55,True,True,True,True,both_correct,both_correct,4,4,379,1129,8791,12200,0,0,True
gsm8k_0129,gsm8k,6,early_stop,"['6', '6', '6']",1,True,6,6,True,6,6,True,True,True,True,both_correct,both_correct,3,3,344,1026,8147,8147,0,0,True
gsm8k_0130,gsm8k,10,rollback,"['25', '25', '25']",1,True,25,25,True,25,25,False,False,False,False,both_wrong,both_wrong,3,4,292,884,12068,12680,1,2,True
gsm8k_0131,gsm8k,55,early_stop,"['55', '55', '55']",1,True,55,55,False,,55,True,True,,True,both_correct,baseline_unavailable,2,2,332,947,4652,4652,0,0,True
gsm8k_0132,gsm8k,500,rollback,"['380', '380', '400']",2,False,380,380,True,420,420,False,False,False,False,both_wrong,both_wrong,3,4,354,1058,13652,14582,1,2,True
gsm8k_0133,gsm8k,110,early_stop,"['110', '110', '110']",1,True,110,110,False,,110,True,True,,True,both_correct,baseline_unavailable,2,2,276,844,4448,4448,0,0,True
gsm8k_0134,gsm8k,9,early_stop,"['9', '9', '9']",1,True,9,9,False,,9,True,True,,True,both_correct,baseline_unavailable,2,2,342,1026,4866,4866,0,0,True
gsm8k_0135,gsm8k,74,rollback,"['336', '346', '346']",2,False,336,346,False,,236,False,False,,False,both_wrong,baseline_unavailable,2,3,306,906,9288,10176,1,1,True
gsm8k_0136,gsm8k,2350,early_stop,"['2350', '2250', '2350']",2,False,2350,2350,False,,2350,True,True,,True,both_correct,baseline_unavailable,2,2,292,896,5016,5016,0,0,True
gsm8k_0137,gsm8k,20,early_stop,"['20', '20', '20']",1,True,20,20,False,,20,True,True,,True,both_correct,baseline_unavailable,2,2,351,1091,5690,5690,0,0,True
gsm8k_0138,gsm8k,6,early_stop,"['6', '6', '6']",1,True,6,6,False,,6,True,True,,True,both_correct,baseline_unavailable,2,2,320,970,4612,4612,0,0,True
gsm8k_0139,gsm8k,8,early_stop,"['10', '10', '10']",1,True,10,10,False,,8,False,False,,True,improved,baseline_unavailable,2,2,288,864,4753,4753,0,0,True
gsm8k_0140,gsm8k,24,early_stop,"['24', '24', '24']",1,True,24,24,True,24,24,True,True,True,True,both_correct,both_correct,5,5,328,984,7733,13762,0,0,True
gsm8k_0141,gsm8k,148,early_stop,"['88', '88', '88']",1,True,88,88,False,,88,False,False,,False,both_wrong,baseline_unavailable,2,2,306,915,4778,4778,0,0,True
gsm8k_0142,gsm8k,72,early_stop,"['72', '72', '72']",1,True,72,72,False,,72,True,True,,True,both_correct,baseline_unavailable,2,2,297,891,4609,4609,0,0,True
gsm8k_0143,gsm8k,30,early_stop,"['68', '20%', '30']",3,False,68,68,True,30%,30%,False,False,True,True,improved,both_correct,3,3,309,968,9049,9049,0,0,True
gsm8k_0144,gsm8k,45,early_stop,"['45', '45', '45']",1,True,45,45,False,,45,True,True,,True,both_correct,baseline_unavailable,2,2,316,977,4646,4646,0,0,True
gsm8k_0145,gsm8k,8,rollback,"['8', '10', '8']",2,False,8,8,True,8,8,True,True,True,True,both_correct,both_correct,3,4,401,1187,15982,17035,1,2,True
gsm8k_0146,gsm8k,2,early_stop,"['2', '2', '2']",1,True,2,2,True,2.6667,2,True,True,False,True,both_correct,improved,5,5,336,1004,9785,17887,0,0,True
gsm8k_0147,gsm8k,136,early_stop,"['168', '138', '168']",2,False,168,168,False,,168,False,False,,False,both_wrong,baseline_unavailable,2,2,303,917,5081,5081,0,0,True
gsm8k_0148,gsm8k,9,early_stop,"['9', '9', '9']",1,True,9,9,False,,9,True,True,,True,both_correct,baseline_unavailable,2,2,329,966,4755,4755,0,0,True
gsm8k_0149,gsm8k,35,early_stop,"['35', '35', '40']",2,False,35,35,True,35,35,True,True,True,True,both_correct,both_correct,3,3,288,848,9503,9503,0,0,True
gsm8k_0150,gsm8k,4,early_stop,"['4', '4', '4']",1,True,4,4,False,,4,True,True,,True,both_correct,baseline_unavailable,2,2,295,893,4560,4560,0,0,True
gsm8k_0151,gsm8k,3,early_stop,"['3', '9', '3']",2,False,3,3,False,,3,True,True,,True,both_correct,baseline_unavailable,2,2,295,912,4664,4664,0,0,True
gsm8k_0152,gsm8k,283,early_stop,"['283', '283', '283']",1,True,283,283,False,,283,True,True,,True,both_correct,baseline_unavailable,2,2,316,952,4803,4803,0,0,True
gsm8k_0153,gsm8k,44,early_stop,"['44', '44', '44']",1,True,44,44,False,,44,True,True,,True,both_correct,baseline_unavailable,2,2,273,819,4481,4481,0,0,True
gsm8k_0154,gsm8k,135,early_stop,"['135', '135', '135']",1,True,135,135,False,,135,True,True,,True,both_correct,baseline_unavailable,2,2,341,957,5116,5116,0,0,True
gsm8k_0155,gsm8k,720,early_stop,"['620', '720', '720']",2,False,620,720,False,,720,False,True,,True,both_correct,baseline_unavailable,2,2,303,989,5408,5408,0,0,True
